tract,no_vehicle,no_vehicle_universe,no_vehicle_pct,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
06037800506,46,1333,3.5,District 3,Unincorporated - Santa Monica Mountains,SPA 5 - West,9658,283541147.591797,93296.0255139241
06037900102,7,273,2.6,District 5,Unincorporated - Hi Vista,SPA 1 - Antelope Valley,9659,4740481881.34766,321155.351379267
06037900103,60,1776,3.4,District 5,Unincorporated - Lake Los Angeles,SPA 1 - Antelope Valley,9660,214979241.208984,63903.5493714813
06037900104,49,1791,2.7,District 5,Unincorporated - Lake Los Angeles,SPA 1 - Antelope Valley,9661,458727709.741211,85970.7604401432
06037900301,19,1027,1.9,District 5,City of Lancaster,SPA 1 - Antelope Valley,9662,71471863.1503906,42802.1951449788
06037900501,70,2158,3.2,District 5,City of Lancaster,SPA 1 - Antelope Valley,9663,33540630,23278.2558583834
06037900504,156,2029,7.7,District 5,City of Lancaster,SPA 1 - Antelope Valley,9664,113881797.4375,64100.9657935895
06037900505,122,1250,9.8,District 5,City of Lancaster,SPA 1 - Antelope Valley,9665,14136950.1816406,15911.8662870933
06037900506,20,1434,1.4,District 5,City of Lancaster,SPA 1 - Antelope Valley,9666,14093443.1855469,15915.7427666474
06037900508,88,1059,8.3,District 5,City of Lancaster,SPA 1 - Antelope Valley,9667,42818576.1679688,26701.6440387661
06037900509,73,1272,5.7,District 5,City of Lancaster,SPA 1 - Antelope Valley,9668,17720122.8144531,18575.981693219
06037900510,5,1077,0.5,District 5,City of Lancaster,SPA 1 - Antelope Valley,9669,24745588.4160156,26533.978534598
06037900602,290,1725,16.8,District 5,City of Lancaster,SPA 1 - Antelope Valley,9670,55406624.7539062,31557.0210025881
06037900606,153,1465,10.4,District 5,City of Lancaster,SPA 1 - Antelope Valley,9671,18697519.4755859,20274.9315580783
06037900607,19,1175,1.6,District 5,City of Lancaster,SPA 1 - Antelope Valley,9672,18493938.9169922,19646.4616376481
06037900608,7,1118,0.6,District 5,City of Lancaster,SPA 1 - Antelope Valley,9673,14377336.0205078,16059.1642421275
06037900609,110,1452,7.6,District 5,City of Lancaster,SPA 1 - Antelope Valley,9674,28156519.8261719,26552.8521363679
06037900610,121,1164,10.4,District 5,City of Lancaster,SPA 1 - Antelope Valley,9675,35462369.9042969,26585.2658715737
06037900611,51,1182,4.3,District 5,City of Lancaster,SPA 1 - Antelope Valley,9676,21187879.7314453,21261.5801977029
06037900701,81,1485,5.5,District 5,City of Lancaster,SPA 1 - Antelope Valley,9677,22591121.3974609,19145.7987373505
06037900703,263,2190,12,District 5,City of Lancaster,SPA 1 - Antelope Valley,9678,27951177.4619141,21124.3014248905
06037900705,157,1900,8.3,District 5,City of Lancaster,SPA 1 - Antelope Valley,9679,56793102.4882812,31921.3269871652
06037900804,108,1042,10.4,District 5,City of Lancaster,SPA 1 - Antelope Valley,9680,16015613.6962891,16699.4288031714
06037900805,47,1584,3,District 5,City of Lancaster,SPA 1 - Antelope Valley,9681,28396052.9746094,21290.2745841243
06037900806,469,2043,23,District 5,City of Lancaster,SPA 1 - Antelope Valley,9682,19319178.7949219,17959.4554932225
06037900807,21,1224,1.7,District 5,City of Lancaster,SPA 1 - Antelope Valley,9683,14179254.0498047,16005.9133080158
06037900808,31,1357,2.3,District 5,City of Lancaster,SPA 1 - Antelope Valley,9684,14195731.1953125,15953.363323588
06037900901,11,995,1.1,District 5,City of Lancaster,SPA 1 - Antelope Valley,9685,1019100982.43945,152975.28932941
06037900902,6,566,1.1,District 5,Unincorporated - North Lancaster,SPA 1 - Antelope Valley,9686,1279592488.57617,176439.373222361
06037901003,0,0,,District 5,City of Lancaster,SPA 1 - Antelope Valley,9687,28092032.4990234,21201.2573502769
06037901007,21,712,2.9,District 5,City of Lancaster,SPA 1 - Antelope Valley,9688,56108323.28125,31593.2858760582
06037901008,24,1081,2.2,District 5,City of Lancaster,SPA 1 - Antelope Valley,9689,28851029.0888672,21511.7552000417
06037901009,132,1898,7,District 5,City of Lancaster,SPA 1 - Antelope Valley,9690,28583254.0234375,21385.9709841612
06037901010,60,1846,3.3,District 5,City of Lancaster,SPA 1 - Antelope Valley,9691,28667207.6279297,21445.8573842412
06037901011,85,2035,4.2,District 5,City of Lancaster,SPA 1 - Antelope Valley,9692,28728543.4648438,21421.354910971
06037901012,26,1706,1.5,District 5,City of Lancaster,SPA 1 - Antelope Valley,9693,41759014.9345703,26390.1774728945
06037901013,63,1227,5.1,District 5,City of Lancaster,SPA 1 - Antelope Valley,9694,31779692.5322266,26569.0185329495
06037901014,95,1474,6.4,District 5,City of Lancaster,SPA 1 - Antelope Valley,9695,67319469.4443359,37206.8427078379
06037901101,64,1737,3.7,District 5,City of Lancaster,SPA 1 - Antelope Valley,9696,56254046.5185547,31893.4288222724
06037901102,40,1953,2,District 5,Unincorporated - Quartz Hill,SPA 1 - Antelope Valley,9697,54950801.9492188,31447.021611729
06037901209,0,426,0,District 5,Unincorporated - West Antelope Valley,SPA 1 - Antelope Valley,9698,6436309131.26562,561714.556100361
06037901210,0,648,0,District 5,Unincorporated - Elizabeth Lake,SPA 1 - Antelope Valley,9699,247826689.779297,98464.2250011108
06037901214,18,1500,1.2,District 5,City of Lancaster,SPA 1 - Antelope Valley,9700,56018580.8417969,31792.6923879533
06037901215,249,1505,16.5,District 5,City of Lancaster,SPA 1 - Antelope Valley,9701,28017252.3388672,21186.746444663
06037901216,22,860,2.6,District 5,City of Lancaster,SPA 1 - Antelope Valley,9702,446963541.098633,94385.9583078532
06037901217,49,565,8.7,District 5,Unincorporated - Leona Valley,SPA 1 - Antelope Valley,9703,626765344.135742,177027.991298489
06037901218,18,724,2.5,District 5,City of Palmdale,SPA 1 - Antelope Valley,9704,113078969.001953,43242.0431945194
06037901300,21,488,4.3,District 5,Unincorporated - Roosevelt,SPA 1 - Antelope Valley,9705,2902038892.55664,295520.412923715
06037910002,0,2020,0,District 5,Unincorporated - Littlerock/Pearblossom,SPA 1 - Antelope Valley,9706,781836345.798828,130524.796327297
06037910210,54,2230,2.4,District 5,City of Palmdale,SPA 1 - Antelope Valley,9707,34228264.5527344,25195.6001270702
06037910211,16,466,3.4,District 5,City of Lancaster,SPA 1 - Antelope Valley,9708,43908176.7363281,26608.1120923806
06037910212,47,1107,4.2,District 5,Unincorporated - White Fence Farms,SPA 1 - Antelope Valley,9709,152310618.163086,63552.0469047007
06037910213,22,464,4.7,District 5,Unincorporated - Anaverde,SPA 1 - Antelope Valley,9710,315486043.027344,80006.5270676535
06037910214,33,1596,2.1,District 5,City of Palmdale,SPA 1 - Antelope Valley,9711,47275644.7490234,32864.0485316147
06037910215,8,2066,0.4,District 5,City of Palmdale,SPA 1 - Antelope Valley,9712,34671918.6064453,25877.8704189328
06037910216,13,1389,0.9,District 5,City of Palmdale,SPA 1 - Antelope Valley,9713,29924452.3652344,28656.3208694394
06037910217,77,1653,4.7,District 5,City of Palmdale,SPA 1 - Antelope Valley,9714,645706644.338867,154143.416624191
06037910218,84,1451,5.8,District 5,City of Palmdale,SPA 1 - Antelope Valley,9715,180489388.015625,59795.2407303544
06037910301,34,1614,2.1,District 5,Unincorporated - Quartz Hill,SPA 1 - Antelope Valley,9716,42460025.3574219,27767.2695650893
06037910302,82,2023,4.1,District 5,City of Palmdale,SPA 1 - Antelope Valley,9717,43515231.1142578,30050.3824520778
06037910401,30,2062,1.5,District 5,City of Palmdale,SPA 1 - Antelope Valley,9718,101343984.477539,40497.9994716667
06037910404,32,1239,2.6,District 5,City of Palmdale,SPA 1 - Antelope Valley,9719,27801905.1220703,20663.9396960764
06037910405,348,1676,20.8,District 5,City of Palmdale,SPA 1 - Antelope Valley,9720,25815439.0859375,20568.2414326115
06037910501,366,2123,17.2,District 5,City of Palmdale,SPA 1 - Antelope Valley,9721,16122085.0947266,16720.3713046487
06037910502,67,1332,5,District 5,City of Palmdale,SPA 1 - Antelope Valley,9722,21565235.6962891,18775.7587866786
06037910504,27,1117,2.4,District 5,City of Palmdale,SPA 1 - Antelope Valley,9723,17013625.8115234,18944.1410468747
06037910505,0,861,0,District 5,City of Palmdale,SPA 1 - Antelope Valley,9724,17322506.8720703,23036.8123192968
06037910601,51,1683,3,District 5,City of Palmdale,SPA 1 - Antelope Valley,9725,28603216.7509766,26964.882139187
06037910602,203,1518,13.4,District 5,City of Palmdale,SPA 1 - Antelope Valley,9726,21509192.5996094,21295.889067177
06037910605,136,1338,10.2,District 5,City of Palmdale,SPA 1 - Antelope Valley,9727,14515421.65625,16155.6845597019
06037910606,14,746,1.9,District 5,City of Palmdale,SPA 1 - Antelope Valley,9728,14661286.2089844,16243.4676757973
06037910607,140,1162,12,District 5,City of Palmdale,SPA 1 - Antelope Valley,9729,13167889.2802734,15829.2513063289
06037910608,30,1039,2.9,District 5,City of Palmdale,SPA 1 - Antelope Valley,9730,15138751.3085938,17611.77994193
06037910706,83,1706,4.9,District 5,City of Palmdale,SPA 1 - Antelope Valley,9731,222901054.525391,73606.7528642833
06037910707,75,1552,4.8,District 5,City of Palmdale,SPA 1 - Antelope Valley,9732,72404149.328125,34979.4922415384
06037910709,0,496,0,District 5,Unincorporated - Southeast Antelope Valley,SPA 1 - Antelope Valley,9733,155950366.476562,61760.1152745447
06037910712,23,824,2.8,District 5,City of Palmdale,SPA 1 - Antelope Valley,9734,22313381.4160156,19245.5246659697
06037910713,91,1600,5.7,District 5,City of Palmdale,SPA 1 - Antelope Valley,9735,21329687.671875,18665.4773949084
06037910714,38,998,3.8,District 5,City of Palmdale,SPA 1 - Antelope Valley,9736,10808958.8232422,13479.1861375638
06037910715,26,1885,1.4,District 5,City of Palmdale,SPA 1 - Antelope Valley,9737,21303788.9824219,21463.2481183624
06037910716,55,1762,3.1,District 5,City of Palmdale,SPA 1 - Antelope Valley,9738,26754384.7148438,24630.4864281635
06037910717,35,555,6.3,District 5,City of Palmdale,SPA 1 - Antelope Valley,9739,18633598.8857422,18922.3976191528
06037910718,0,1279,0,District 5,City of Palmdale,SPA 1 - Antelope Valley,9740,21765240.296875,20279.3811642068
06037910719,8,1032,0.8,District 5,City of Palmdale,SPA 1 - Antelope Valley,9741,21446985.3798828,21431.7104515399
06037910720,86,1511,5.7,District 5,City of Palmdale,SPA 1 - Antelope Valley,9742,18059130.1621094,18849.0129769386
06037910721,45,1046,4.3,District 5,City of Palmdale,SPA 1 - Antelope Valley,9743,21061739.3955078,24061.2553218802
06037910804,0,1066,0,District 5,Unincorporated - Acton,SPA 1 - Antelope Valley,9744,562141936.907227,120787.538977805
06037910807,14,1898,0.7,District 5,City of Santa Clarita,SPA 2 - San Fernando,9745,59554308.6142578,37594.2429138095
06037910808,47,1146,4.1,District 5,Unincorporated - Agua Dulce,SPA 2 - San Fernando,9746,116340882.488281,61069.725611697
06037910809,32,665,4.8,District 5,City of Santa Clarita,SPA 2 - San Fernando,9747,104430234.010742,47722.8995451459
06037910810,8,818,1,District 5,Unincorporated - Agua Dulce,SPA 2 - San Fernando,9748,238109678.680664,70713.4596479181
06037910814,15,1263,1.2,District 5,Unincorporated - Agua Dulce,SPA 1 - Antelope Valley,9749,862973795.316406,156063.730732118
06037910815,37,1739,2.1,District 5,Unincorporated - Angeles National Forest,SPA 1 - Antelope Valley,9750,5073680328.63477,460185.331594422
06037911001,71,1390,5.1,District 5,Unincorporated - Llano,SPA 1 - Antelope Valley,9751,4027008609.41895,352029.728209218
06037911100,51,2065,2.5,District 5,Unincorporated - Palmdale,SPA 1 - Antelope Valley,9752,1747662000.37109,225041.308003322
06037920013,68,2427,2.8,District 5,City of Santa Clarita,SPA 2 - San Fernando,9753,87799074.7402344,45412.1228588479
06037920015,17,1980,0.9,District 5,City of Santa Clarita,SPA 2 - San Fernando,9754,92450636.2578125,57820.3255347273
06037920016,38,1593,2.4,District 5,City of Santa Clarita,SPA 2 - San Fernando,9755,22827173.9628906,21697.1091210732
06037920017,30,1337,2.2,District 5,City of Santa Clarita,SPA 2 - San Fernando,9756,22469516.5986328,20316.5382957143
06037920018,12,707,1.7,District 5,City of Santa Clarita,SPA 2 - San Fernando,9757,10382843.6972656,12978.4063737015
06037920020,77,1917,4,District 5,City of Santa Clarita,SPA 2 - San Fernando,9758,116288231.147461,61230.3359633417
06037920028,23,2575,0.9,District 5,City of Santa Clarita,SPA 2 - San Fernando,9759,27429572.0419922,29476.6705380732
06037920029,34,1253,2.7,District 5,City of Santa Clarita,SPA 2 - San Fernando,9760,26294210.7265625,29149.5646640973
06037920030,12,2022,0.6,District 5,City of Santa Clarita,SPA 2 - San Fernando,9761,28344593.59375,23016.1620335821
06037920031,146,2651,5.5,District 5,City of Santa Clarita,SPA 2 - San Fernando,9762,73022801.6982422,50909.9700894316
06037920034,35,1329,2.6,District 5,City of Santa Clarita,SPA 2 - San Fernando,9763,97127988.1640625,43664.651949461
06037920035,90,2427,3.7,District 5,City of Santa Clarita,SPA 2 - San Fernando,9764,26380118.8554688,19916.6431112518
06037920038,57,849,6.7,District 5,City of Santa Clarita,SPA 2 - San Fernando,9765,10519718.6464844,19501.6781027913
06037920039,20,534,3.7,District 5,City of Santa Clarita,SPA 2 - San Fernando,9766,11385117.8427734,16774.1740830311
06037920040,10,1014,1,District 5,City of Santa Clarita,SPA 2 - San Fernando,9767,31863437.0830078,26150.6855955155
06037920041,12,956,1.3,District 5,City of Santa Clarita,SPA 2 - San Fernando,9768,19432348.4863281,20965.4874114658
06037920042,117,2432,4.8,District 5,City of Santa Clarita,SPA 2 - San Fernando,9769,40785745.6972656,39448.7551526779
06037920043,19,2488,0.8,District 5,City of Santa Clarita,SPA 2 - San Fernando,9770,201012238.451172,67120.8920046589
06037920044,37,870,4.3,District 5,City of Santa Clarita,SPA 2 - San Fernando,9771,10665691.6982422,14723.7444911743
06037920045,2,1461,0.1,District 5,City of Santa Clarita,SPA 2 - San Fernando,9772,20279351.5800781,19687.1773374421
06037920046,64,1255,5.1,District 5,City of Santa Clarita,SPA 2 - San Fernando,9773,4804012.89746094,14331.0368112154
06037920047,162,1953,8.3,District 5,City of Santa Clarita,SPA 2 - San Fernando,9774,5498333.52734375,11403.5853146297
06037920048,66,1760,3.8,District 5,City of Santa Clarita,SPA 2 - San Fernando,9775,28623003.2705078,31654.4348020061
06037920049,29,1748,1.7,District 5,Unincorporated - Saugus/Canyon Country,SPA 2 - San Fernando,9776,305586393.969727,92344.5141696748
06037920050,19,500,3.8,District 5,Unincorporated - San Francisquito Canyon/Bouquet Canyon,SPA 2 - San Fernando,9777,2503645060.06055,282373.411289932
06037920102,78,1697,4.6,District 5,Unincorporated - Castaic,SPA 2 - San Fernando,9778,6693030652.73145,422929.971607868
06037920104,35,844,4.1,District 5,Unincorporated - Castaic,SPA 2 - San Fernando,9779,1700916858.10742,224720.019808339
06037920106,5,1016,0.5,District 5,Unincorporated - Val Verde,SPA 2 - San Fernando,9780,505985474.798828,105594.465038473
06037920109,49,1920,2.6,District 5,City of Santa Clarita,SPA 2 - San Fernando,9781,24050124.1113281,26508.6684933074
06037920110,0,1003,0,District 5,City of Santa Clarita,SPA 2 - San Fernando,9782,11362721.828125,16643.0387489252
06037920111,0,1035,0,District 5,City of Santa Clarita,SPA 2 - San Fernando,9783,12414307.3193359,19055.0142493356
06037920112,93,1527,6.1,District 5,City of Santa Clarita,SPA 2 - San Fernando,9784,18534719.8701172,17496.6225262925
06037920114,73,2111,3.5,District 5,City of Santa Clarita,SPA 2 - San Fernando,9785,30509699.4101562,35428.1436050662
06037920115,133,1736,7.7,District 5,City of Santa Clarita,SPA 2 - San Fernando,9786,38895897.4316406,34492.2352869337
06037920116,10,1575,0.6,District 5,Unincorporated - Castaic,SPA 2 - San Fernando,9787,80136965.5673828,42960.3293311939
06037920118,32,1870,1.7,District 5,Unincorporated - Castaic,SPA 2 - San Fernando,9788,30532742.2363281,30431.4638619251
06037920119,4,490,0.8,District 5,Unincorporated - Castaic,SPA 2 - San Fernando,9789,53749190.5859375,32568.5730971109
06037920120,22,1027,2.1,District 5,City of Santa Clarita,SPA 2 - San Fernando,9790,78825637.375,42813.4561357974
06037920121,6,3270,0.2,District 5,City of Santa Clarita,SPA 2 - San Fernando,9791,131352563.150391,62515.4646929475
06037920200,0,0,,District 5,Unincorporated - Castaic,SPA 2 - San Fernando,9792,122208670.120117,64176.7215844986
06037920303,0,656,0,District 5,Unincorporated - Twin Lakes/Oat Mountain,SPA 2 - San Fernando,9793,555261931.879883,133944.661145483
06037920312,198,2184,9.1,District 5,City of Santa Clarita,SPA 2 - San Fernando,9794,146483127.177734,58180.0679064142
06037920313,53,1526,3.5,District 5,City of Santa Clarita,SPA 2 - San Fernando,9795,30880277.3378906,24539.5404325503
06037920314,9,1005,0.9,District 5,City of Santa Clarita,SPA 2 - San Fernando,9796,121727105.555664,51654.5045268017
06037920322,61,967,6.3,District 5,City of Santa Clarita,SPA 2 - San Fernando,9797,11244955.0927734,15123.4480691535
06037920326,62,2595,2.4,District 5,Unincorporated - Stevenson Ranch,SPA 2 - San Fernando,9798,789564921.264648,158899.797404175
06037920328,17,856,2,District 5,City of Santa Clarita,SPA 2 - San Fernando,9799,25126407.4609375,20571.9227312619
06037920329,52,2704,1.9,District 5,City of Santa Clarita,SPA 2 - San Fernando,9800,23809356.7949219,20714.2076178975
06037920330,173,1703,10.2,District 5,City of Santa Clarita,SPA 2 - San Fernando,9801,34776569.5537109,23769.1294831114
06037920331,28,1221,2.3,District 5,City of Santa Clarita,SPA 2 - San Fernando,9802,15921174.3300781,16366.5402274303
06037920332,9,590,1.5,District 5,City of Santa Clarita,SPA 2 - San Fernando,9803,41856267.9570312,31938.4954733248
06037920334,138,2362,5.8,District 5,City of Santa Clarita,SPA 2 - San Fernando,9804,29473410.9335938,22094.5968558892
06037920338,8,1734,0.5,District 5,Unincorporated - Stevenson Ranch,SPA 2 - San Fernando,9805,39962443.5615234,33327.7963543852
06037920339,21,2938,0.7,District 5,Unincorporated - Stevenson Ranch,SPA 2 - San Fernando,9806,367415517.912109,86610.796667504
06037920340,16,741,2.2,District 5,City of Santa Clarita,SPA 2 - San Fernando,9807,11595952.5166016,16582.7986738837
06037920341,20,803,2.5,District 5,City of Santa Clarita,SPA 2 - San Fernando,9808,6274211.08886719,13127.2809830258
06037920342,0,879,0,District 5,City of Santa Clarita,SPA 2 - San Fernando,9809,8840996.37597656,14450.5843487161
